路线,车次,出发站,到达站,出发时间,到达时间,历时,二等座价格,一等座价格,商务座价格,硬座价格,硬卧价格,软卧价格,无座价格,二等座余票,一等座余票,商务座余票,抓取时间
贵阳 -> 安顺,K491,贵阳,安顺,20:13,21:26,1小时13分,无,无,无,¥15.5,¥61.5,¥92.5,¥15.5,仅99张 仅99张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G401,贵阳北,安顺西,20:16,20:47,0小时31分,¥46.5,¥78,¥146.5,无,无,无,无,仅99张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G1681,贵阳北,安顺西,20:21,20:52,0小时31分,¥46.5,¥78,¥146.5,无,无,无,¥46.5,仅99张 仅18张 仅1张,无,无,2025-06-02 12:10:02
贵阳 -> 毕节,K9355,贵阳,毕节,06:00,10:21,4小时21分,无,无,无,¥41.5,无,无,¥41.5,仅99张 仅99张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,C5942,贵阳北,毕节,06:55,07:50,0小时55分,¥54,¥86,¥162,无,无,无,¥54,仅99张 仅13张 仅5张 仅99张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,C5940,贵阳北,毕节,07:16,08:19,1小时3分,¥71,无,无,无,无,无,¥71,仅99张 仅99张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,D1702,贵阳北,毕节,07:29,08:32,1小时3分,¥71,¥113,无,无,无,无,¥71,仅99张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,D1710,贵阳北,毕节,08:13,09:02,0小时49分,¥81,¥130,无,无,无,无,¥81,仅99张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,C5944,贵阳北,毕节,08:29,09:26,0小时57分,¥77,无,无,无,无,无,¥77,仅99张 仅99张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,C5980,贵阳北,毕节,08:41,09:30,0小时49分,¥77,¥123,无,无,无,无,¥77,仅99张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,C5946,贵阳北,毕节,08:53,10:02,1小时9分,¥77,无,无,无,无,无,¥77,仅99张 仅99张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,C5894,贵安,毕节,09:31,11:15,1小时44分,¥80,无,无,无,无,无,¥80,仅99张 仅99张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,G2832,贵阳北,毕节,09:39,10:27,0小时48分,¥65,¥105,¥196,无,无,无,无,仅99张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,G8752,贵阳北,毕节,09:42,15:24,5小时42分,¥350,¥560,¥1106,无,无,无,无,仅99张 仅10张 仅3张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,D1718,贵阳北,毕节,09:51,10:40,0小时49分,¥71,¥113,无,无,无,无,¥71,仅99张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,C5864,贵安,毕节,10:26,12:03,1小时37分,¥80,无,无,无,无,无,¥80,仅99张 仅99张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,G8764,贵阳北,毕节,10:42,17:33,6小时51分,¥503,¥805,¥1550,无,无,无,无,仅99张 仅5张 仅3张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,D1726,贵阳,毕节,11:15,12:33,1小时18分,¥79,¥126,无,无,无,无,¥79,仅99张 仅18张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,C5874,贵阳北,毕节,11:30,12:45,1小时15分,¥71,无,无,无,无,无,¥71,仅99张 仅99张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,D1802,龙洞堡,毕节,11:45,12:58,1小时13分,¥83,¥133,无,无,无,无,¥83,仅99张 仅9张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,G8790,贵阳北,毕节,12:38,13:25,0小时47分,¥71,¥113,¥213,无,无,无,无,仅99张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,G8748,贵阳北,毕节,12:45,13:44,0小时59分,¥71,¥113,无,无,无,无,无,仅99张 仅14张 仅9张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,D1804,贵阳东,毕节,12:58,14:06,1小时8分,¥76,¥122,无,无,无,无,¥76,仅99张 仅8张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,C9168,贵阳,毕节,13:08,14:48,1小时40分,¥79,¥126,¥237,无,无,无,¥79,仅99张 仅99张 仅99张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,G2168,贵阳东,毕节,13:15,14:00,0小时45分,¥70,¥112,¥210,无,无,无,¥70,仅99张 仅99张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,D1806,贵阳东,毕节,13:35,14:24,0小时49分,¥76,¥122,无,无,无,无,¥76,仅99张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,K9365,贵阳,毕节,14:33,19:27,4小时54分,无,无,无,¥41.5,无,无,¥41.5,仅99张 仅99张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,C5868,贵阳北,毕节,14:35,15:31,0小时56分,¥71,无,无,无,无,无,¥71,仅99张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,C5880,贵阳,毕节,14:55,16:17,1小时22分,¥77,无,无,无,无,无,¥77,仅99张 仅99张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,D1808,贵阳东,毕节,15:15,16:08,0小时53分,¥76,¥122,无,无,无,无,¥76,仅99张 仅5张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,C5884,贵阳北,毕节,15:26,16:53,1小时27分,¥71,无,无,无,无,无,¥71,仅99张 仅99张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,D1810,龙洞堡,毕节,15:46,16:48,1小时2分,¥83,¥134,无,无,无,无,¥83,仅99张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,C5878,贵安,毕节,15:54,17:19,1小时25分,¥80,无,无,无,无,无,¥80,仅99张 仅99张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,G2188,贵阳东,毕节,16:20,17:05,0小时45分,¥70,¥112,¥210,无,无,无,无,仅99张 仅3张 仅2张,无,无,2025-06-02 12:10:19
贵阳 -> 毕节,G2192,贵阳东,毕节,16:45,17:31,0小时46分,¥70,¥112,¥210,无,无,无,无,仅99张 仅4张,无,无,2025-06-02 12:10:19
